awardnumber,startfiscalyear,endfiscalyear,directcost,allocation_niicode,institution_niicode,project_length,field_niicode,institution_table_group,doi
23340115,2011,2014,8900000,0,17102,4,SE,1,10.1007/s00208-013-0930-5
23340115,2011,2014,8900000,0,17102,4,SE,1,10.1016/j.physletb.2012.09.037
23340115,2011,2014,8900000,0,17102,4,SE,1,10.1007/s11005-012-0569-2
23340115,2011,2014,8900000,0,17102,4,SE,1,10.4134/bkms.2012.49.6.1349
23340115,2011,2014,8900000,0,17102,4,SE,1,10.1007/jhep03(2011)107
23340115,2011,2014,8900000,0,17102,4,SE,1,10.1016/j.physletb.2010.10.017
23340115,2011,2014,8900000,0,17102,4,SE,1,10.1080/10586458.2011.544585
23340115,2011,2014,8900000,0,17102,4,SE,1,10.1007/s00200-011-0143-7
23340115,2011,2014,8900000,0,17102,4,SE,1,10.1142/s0129167x11006866
22340093,2010,2012,14900000,0,12601,3,SE,1,10.1103/physrevb.85.064501
22340093,2010,2012,14900000,0,12601,3,SE,1,10.1016/j.diamond.2011.06.011
22340093,2010,2012,14900000,0,12601,3,SE,1,10.1103/physrevb.84.115127
22340093,2010,2012,14900000,0,12601,3,SE,1,10.1524/zkri.2011.1384
22360194,2010,2012,14700000,0,13901,3,SE,1,10.2208/kaigan.67.i_451
22340024,2010,2013,10400000,0,11301,4,SE,1,10.1016/j.jfa.2013.10.024
22340024,2010,2013,10400000,0,11301,4,SE,1,10.1007/s10959-012-0424-5
22340024,2010,2013,10400000,0,11301,4,SE,1,10.1016/j.spa.2013.08.004
22340024,2010,2013,10400000,0,11301,4,SE,1,10.1090/s0002-9939-2013-11696-5
22340024,2010,2013,10400000,0,11301,4,SE,1,10.1515/form.2011.111
22340024,2010,2013,10400000,0,11301,4,SE,1,10.2969/jmsj/06441181
22340024,2010,2013,10400000,0,11301,4,SE,1,10.1007/s11118-011-9266-5
22340024,2010,2013,10400000,0,11301,4,SE,1,10.1007/s10959-010-0324-5
22340024,2010,2013,10400000,0,11301,4,SE,1,10.1515/form.2011.046
22340024,2010,2013,10400000,0,11301,4,SE,1,10.2748/tmj/1303219936
22340024,2010,2013,10400000,0,11301,4,SE,1,10.1002/mana.200810843
22340024,2010,2013,10400000,0,11301,4,SE,1,10.1090/s0002-9939-09-10172-7
22340024,2010,2013,10400000,0,11301,4,SE,1,10.3336/gm.45.1.12
22340024,2010,2013,10400000,0,11301,4,SE,1,10.2969/jmsj/06230767
23360281,2011,2013,15000000,0,17102,3,SE,1,10.1016/j.jallcom.2011.12.115
22360085,2010,2012,14800000,0,12601,3,SE,1,10.1088/1742-6596/395/1/012087
22360085,2010,2012,14800000,0,12601,3,SE,1,10.1088/1742-6596/395/1/012108
22360085,2010,2012,14800000,0,12601,3,SE,1,10.1039/c0lc00701c
22360085,2010,2012,14800000,0,12601,3,SE,1,10.1063/1.4793498
22360413,2010,2012,13800000,0,82627,3,SE,10,10.1109/tasc.2012.2236874
22360413,2010,2012,13800000,0,82627,3,SE,10,10.1109/tasc.2010.2084985
23340051,2011,2013,12400000,0,62616,3,SE,5,10.1086/675807
23340051,2011,2013,12400000,0,62616,3,SE,5,10.1088/0004-637x/774/1/11
23340051,2011,2013,12400000,0,62616,3,SE,5,10.1088/2041-8205/763/2/l32
23340051,2011,2013,12400000,0,62616,3,SE,5,10.1088/0004-637x/758/1/13
23340051,2011,2013,12400000,0,62616,3,SE,5,10.1086/663723
23340051,2011,2013,12400000,0,62616,3,SE,5,10.1088/0004-637x/786/1/1
23340051,2011,2013,12400000,0,62616,3,SE,5,10.1088/0004-637x/783/2/90
23340051,2011,2013,12400000,0,62616,3,SE,5,10.1051/0004-6361/201322119
23340051,2011,2013,12400000,0,62616,3,SE,5,10.1088/2041-8205/778/1/l4
23340051,2011,2013,12400000,0,62616,3,SE,5,10.1086/671816
23340051,2011,2013,12400000,0,62616,3,SE,5,10.1093/pasj/65.4.90
23340051,2011,2013,12400000,0,62616,3,SE,5,10.1088/0004-637x/773/1/73
23340051,2011,2013,12400000,0,62616,3,SE,5,10.1088/0004-637x/772/2/145
23340051,2011,2013,12400000,0,62616,3,SE,5,10.1088/0004-637x/767/1/10
23340051,2011,2013,12400000,0,62616,3,SE,5,10.1086/669824
22350091,2010,2012,14000000,0,14101,3,SE,1,10.1016/j.jpowsour.2012.07.020
22350091,2010,2012,14000000,0,14101,3,SE,1,10.1016/j.jpowsour.2012.04.068
22350091,2010,2012,14000000,0,14101,3,SE,1,10.1016/j.jpowsour.2012.10.045
22350091,2010,2012,14000000,0,14101,3,SE,1,10.1016/j.jpowsour.2011.04.001
22350091,2010,2012,14000000,0,14101,3,SE,1,10.1246/cl.2011.668
22350091,2010,2012,14000000,0,14101,3,SE,1,10.1149/1.3545964
22350091,2010,2012,14000000,0,14101,3,SE,1,10.1016/j.jpowsour.2011.02.023
23360434,2011,2013,14200000,0,12601,3,SE,1,10.1007/s10800-012-0462-9
23360434,2011,2013,14200000,0,12601,3,SE,1,10.1016/j.electacta.2011.05.057
22350099,2010,2012,8600000,0,12608,3,SE,1,10.1143/jjap.51.070201
22350099,2010,2012,8600000,0,12608,3,SE,1,10.3390/molecules170910801
22340128,2010,2012,13200000,0,62616,3,SE,5,10.1016/j.asr.2012.06.029
22340128,2010,2012,13200000,0,62616,3,SE,5,10.1007/s11433-012-4673-1
22340128,2010,2012,13200000,0,62616,3,SE,5,10.1016/j.pss.2011.10.002
22340128,2010,2012,13200000,0,62616,3,SE,5,10.1007/s11433-012-4698-5
22360327,2010,2012,14500000,0,10101,3,SE,1,10.1016/j.apcata.2013.01.018
22360327,2010,2012,14500000,0,10101,3,SE,1,10.1039/c2ra21102e
22360327,2010,2012,14500000,0,10101,3,SE,1,10.1039/c2cp23590k
22360327,2010,2012,14500000,0,10101,3,SE,1,10.1016/j.electacta.2012.03.131
22360327,2010,2012,14500000,0,10101,3,SE,1,10.1039/c0gc00246a
22360327,2010,2012,14500000,0,10101,3,SE,1,10.1021/jp1105339
22360327,2010,2012,14500000,0,10101,3,SE,1,10.5796/electrochemistry.79.862
22360327,2010,2012,14500000,0,10101,3,SE,1,10.1055/s-0030-1260794
22360327,2010,2012,14500000,0,10101,3,SE,1,10.1016/j.jcat.2009.10.024
22360327,2010,2012,14500000,0,10101,3,SE,1,10.1016/j.jcat.2009.11.007
22360327,2010,2012,14500000,0,10101,3,SE,1,10.1016/j.supflu.2010.03.002
22360327,2010,2012,14500000,0,10101,3,SE,1,10.1016/j.supflu.2010.05.008
22360327,2010,2012,14500000,0,10101,3,SE,1,10.1016/j.supflu.2011.02.016
22360102,2010,2012,14400000,0,12608,3,SE,1,10.1088/0964-1726/22/1/015019
22360102,2010,2012,14400000,0,12608,3,SE,1,10.1080/01694243.2012.691034
23350012,2011,2013,14600000,0,24506,3,SE,2,10.1107/s0108270113000541
22360199,2010,2012,14000000,0,17401,3,SE,1,10.1061/(asce)ww.1943-5460.0000108
23360216,2011,2013,14100000,0,17102,3,SE,1,10.2208/kaigan.69.i_131
23360216,2011,2013,14100000,0,17102,3,SE,1,10.2208/kaigan.69.i_136
23360216,2011,2013,14100000,0,17102,3,SE,1,10.2208/kaigan.69.i_1431
23360216,2011,2013,14100000,0,17102,3,SE,1,10.2208/jscejoe.69.i_652
23360216,2011,2013,14100000,0,17102,3,SE,1,10.2208/jscejoe.69.i_1144
23360216,2011,2013,14100000,0,17102,3,SE,1,10.2208/kaigan.68.i_116
23360216,2011,2013,14100000,0,17102,3,SE,1,10.2208/kaigan.68.i_141
23350006,2011,2013,15700000,0,14301,3,SE,1,10.1016/j.cplett.2012.02.004
23350006,2011,2013,15700000,0,14301,3,SE,1,10.1039/c2cp41567d
23350006,2011,2013,15700000,0,14301,3,SE,1,10.1016/j.cplett.2013.02.003
23350006,2011,2013,15700000,0,14301,3,SE,1,10.1039/c3cc40943k
23350006,2011,2013,15700000,0,14301,3,SE,1,10.1021/jp405537c
23350006,2011,2013,15700000,0,14301,3,SE,1,10.1016/j.jcis.2013.05.068
23350006,2011,2013,15700000,0,14301,3,SE,1,10.1063/1.3691839
23350006,2011,2013,15700000,0,14301,3,SE,1,10.1021/jp212299c
23350006,2011,2013,15700000,0,14301,3,SE,1,10.1021/jp2097422
23360146,2011,2013,15100000,0,11301,3,SE,1,10.1109/ted.2013.2280273
23360146,2011,2013,15100000,0,11301,3,SE,1,10.1109/ted.2012.2212709
23360146,2011,2013,15100000,0,11301,3,SE,1,10.1109/led.2011.2174608
23360146,2011,2013,15100000,0,11301,3,SE,1,10.1109/tcpmt.2011.2160266
23360146,2011,2013,15100000,0,11301,3,SE,1,10.3390/mi2010049
23350004,2011,2013,7500000,0,12608,3,SE,1,10.1016/j.cplett.2013.11.039
23350004,2011,2013,7500000,0,12608,3,SE,1,10.1016/j.chemphys.2013.02.024
23350004,2011,2013,7500000,0,12608,3,SE,1,10.1016/j.phpro.2011.02.009
23350004,2011,2013,7500000,0,12608,3,SE,1,10.1016/j.cplett.2011.06.019
23350004,2011,2013,7500000,0,12608,3,SE,1,10.1039/c1cp20172g
23360023,2011,2013,4300000,0,32629,3,SE,3,10.1143/apex.5.065102
23360023,2011,2013,4300000,0,32629,3,SE,3,10.2474/trol.7.96
23360023,2011,2013,4300000,0,32629,3,SE,3,10.1380/ejssnt.2011.409
23360023,2011,2013,4300000,0,32629,3,SE,3,10.1088/0957-4484/22/35/355704
22340167,2010,2012,10900000,0,62611,3,SE,5,10.1016/j.epsl.2012.06.002
22340167,2010,2012,10900000,0,62611,3,SE,5,10.1029/2011je003802
22340167,2010,2012,10900000,0,62611,3,SE,5,10.1016/j.polar.2011.06.002
22340167,2010,2012,10900000,0,62611,3,SE,5,10.1016/j.polar.2010.08.003
23360285,2011,2013,14700000,0,13903,3,SE,1,10.1016/j.ceramint.2013.08.061
23360285,2011,2013,14700000,0,13903,3,SE,1,10.2109/jcersj2.121.992
23360285,2011,2013,14700000,0,13903,3,SE,1,10.1016/j.ceramint.2012.08.062
23360285,2011,2013,14700000,0,13903,3,SE,1,10.1016/j.memsci.2012.07.002
23360285,2011,2013,14700000,0,13903,3,SE,1,10.1016/j.conbuildmat.2013.09.014
23360285,2011,2013,14700000,0,13903,3,SE,1,10.3390/ma6051767
23360285,2011,2013,14700000,0,13903,3,SE,1,10.1016/j.ceramint.2012.07.057
22350068,2010,2012,13500000,0,13903,3,SE,1,10.1246/bcsj.20110258
22350068,2010,2012,13500000,0,13903,3,SE,1,10.1627/jpi.55.191
22360395,2010,2012,14400000,0,10101,3,SE,1,10.1016/j.diamond.2012.03.001
22360395,2010,2012,14400000,0,10101,3,SE,1,10.1016/j.diamond.2011.11.003
22350097,2010,2012,14600000,0,11501,3,SE,1,10.1246/cl.2012.1047
22350097,2010,2012,14600000,0,11501,3,SE,1,10.1380/ejssnt.2012.346
22350097,2010,2012,14600000,0,11501,3,SE,1,10.1380/ejssnt.2012.243
22350097,2010,2012,14600000,0,11501,3,SE,1,10.1299/kikaia.78.1120
22350097,2010,2012,14600000,0,11501,3,SE,1,10.1109/sii.2012.6426947
22350097,2010,2012,14600000,0,11501,3,SE,1,10.1299/jmmp.7.163
22350097,2010,2012,14600000,0,11501,3,SE,1,10.1299/jmmp.7.224
22350097,2010,2012,14600000,0,11501,3,SE,1,10.1299/jmmp.7.228
22350097,2010,2012,14600000,0,11501,3,SE,1,10.1117/12.2009327
22350097,2010,2012,14600000,0,11501,3,SE,1,10.1117/12.2009340
22350097,2010,2012,14600000,0,11501,3,SE,1,10.1117/12.2009098
22350097,2010,2012,14600000,0,11501,3,SE,1,10.1117/12.2009214
22350097,2010,2012,14600000,0,11501,3,SE,1,10.1117/12.2009204
22350097,2010,2012,14600000,0,11501,3,SE,1,10.1117/12.2009094
22350097,2010,2012,14600000,0,11501,3,SE,1,10.1299/kikaia.77.764
22350097,2010,2012,14600000,0,11501,3,SE,1,10.1021/ma200123u
22350097,2010,2012,14600000,0,11501,3,SE,1,10.1021/ma2001228
22350097,2010,2012,14600000,0,11501,3,SE,1,10.1002/polb.22293
22350097,2010,2012,14600000,0,11501,3,SE,1,10.1299/kikaia.77.1002
22350097,2010,2012,14600000,0,11501,3,SE,1,10.1299/jmmp.5.1015
22350097,2010,2012,14600000,0,11501,3,SE,1,10.1299/jmmp.6.169
22350007,2010,2012,15000000,0,14301,3,SE,1,10.1021/jp2029642
22350007,2010,2012,15000000,0,14301,3,SE,1,10.1039/c1cp20982e
22350007,2010,2012,15000000,0,14301,3,SE,1,10.1039/c1jm11358e
22340014,2010,2013,5400000,0,17102,4,SE,1,10.4153/cmb-2011-130-8
22340014,2010,2013,5400000,0,17102,4,SE,1,10.1016/j.topol.2012.03.009
22340014,2010,2013,5400000,0,17102,4,SE,1,10.1017/s0013091512000223
22340014,2010,2013,5400000,0,17102,4,SE,1,10.2969/jmsj/06410091
22350093,2010,2012,14800000,0,14301,3,SE,1,10.1117/12.908190
22350093,2010,2012,14800000,0,14301,3,SE,1,10.1117/12.908186
22350093,2010,2012,14800000,0,14301,3,SE,1,10.1063/1.4705286
22350093,2010,2012,14800000,0,14301,3,SE,1,10.2961/jlmn.2012.03.0019
22350093,2010,2012,14800000,0,14301,3,SE,1,10.1088/0957-4484/23/46/465704
22350093,2010,2012,14800000,0,14301,3,SE,1,10.1143/jjap.51.126602
22350093,2010,2012,14800000,0,14301,3,SE,1,10.1364/oe.20.028191
22350093,2010,2012,14800000,0,14301,3,SE,1,10.1109/iqec-cleo.2011.6193678
22350093,2010,2012,14800000,0,14301,3,SE,1,10.1364/cleo_at.2011.jtui106
22350093,2010,2012,14800000,0,14301,3,SE,1,10.1088/1757-899x/18/8/082011
22350093,2010,2012,14800000,0,14301,3,SE,1,10.1088/1757-899x/18/3/032003
22350093,2010,2012,14800000,0,14301,3,SE,1,10.1088/1757-899x/18/3/032002
22350093,2010,2012,14800000,0,14301,3,SE,1,10.1016/j.radmeas.2011.05.048
22350093,2010,2012,14800000,0,14301,3,SE,1,10.1007/s10043-011-0017-z
22350093,2010,2012,14800000,0,14301,3,SE,1,10.1364/ome.1.000990
22350093,2010,2012,14800000,0,14301,3,SE,1,10.1364/ome.1.000803
22350093,2010,2012,14800000,0,14301,3,SE,1,10.1364/ol.36.002161
22350093,2010,2012,14800000,0,14301,3,SE,1,10.1364/ol.36.001176
22350093,2010,2012,14800000,0,14301,3,SE,1,10.1364/ol.36.001065
22350093,2010,2012,14800000,0,14301,3,SE,1,10.1364/oe.19.020657
22350093,2010,2012,14800000,0,14301,3,SE,1,10.1364/oe.19.017780
22350093,2010,2012,14800000,0,14301,3,SE,1,10.1016/j.cplett.2011.06.063
22350093,2010,2012,14800000,0,14301,3,SE,1,10.1063/1.3533431
22350093,2010,2012,14800000,0,14301,3,SE,1,10.2109/jcersj2.119.898
22350093,2010,2012,14800000,0,14301,3,SE,1,10.2109/jcersj2.119.939
22350093,2010,2012,14800000,0,14301,3,SE,1,10.1166/jnn.2011.4988
22350093,2010,2012,14800000,0,14301,3,SE,1,10.1021/la201211e
22350093,2010,2012,14800000,0,14301,3,SE,1,10.1007/s00339-009-5450-5
22350093,2010,2012,14800000,0,14301,3,SE,1,10.1007/s00339-010-5879-6
22350093,2010,2012,14800000,0,14301,3,SE,1,10.2109/jcersj2.118.575
22350093,2010,2012,14800000,0,14301,3,SE,1,10.2109/jcersj2.118.147
22350093,2010,2012,14800000,0,14301,3,SE,1,10.1016/j.radmeas.2010.01.012
22350093,2010,2012,14800000,0,14301,3,SE,1,10.1016/j.nima.2010.02.076
22350093,2010,2012,14800000,0,14301,3,SE,1,10.1364/oe.18.012136
22350093,2010,2012,14800000,0,14301,3,SE,1,10.1002/adma.201000921
22350093,2010,2012,14800000,0,14301,3,SE,1,10.1007/s00339-010-5763-4
22350093,2010,2012,14800000,0,14301,3,SE,1,10.1063/1.3483238
22350093,2010,2012,14800000,0,14301,3,SE,1,10.1155/2010/148268
23360182,2011,2013,14800000,0,82626,3,SE,10,10.1109/tasc.2012.2237474
22350078,2010,2012,9100000,0,11101,3,SE,1,10.1039/c2tc00105e
22350078,2010,2012,9100000,0,11101,3,SE,1,10.1038/pj.2012.55
22350078,2010,2012,9100000,0,11101,3,SE,1,10.1039/c1jm13299g
22350078,2010,2012,9100000,0,11101,3,SE,1,10.1080/02678292.2010.544416
22350078,2010,2012,9100000,0,11101,3,SE,1,10.1143/apex.4.101701
22340050,2010,2014,14200000,0,12601,5,SE,1,10.1093/pasj/psu024
22340050,2010,2014,14200000,0,12601,5,SE,1,10.1088/0004-6256/147/6/153
22340050,2010,2014,14200000,0,12601,5,SE,1,10.1093/mnras/stt761
22340050,2010,2014,14200000,0,12601,5,SE,1,10.1088/0004-637x/783/1/46
22340050,2010,2014,14200000,0,12601,5,SE,1,10.1093/mnras/sts643
22340050,2010,2014,14200000,0,12601,5,SE,1,10.1088/0004-6256/144/6/188
22340050,2010,2014,14200000,0,12601,5,SE,1,10.1088/0004-6256/142/3/72
23350023,2011,2013,15500000,0,24403,3,SE,2,10.1002/asia.201200976
23350023,2011,2013,15500000,0,24403,3,SE,2,10.1039/c3cc42922a
23350023,2011,2013,15500000,0,24403,3,SE,2,10.1039/c3cp50581b
23350023,2011,2013,15500000,0,24403,3,SE,2,10.1016/j.tetlet.2013.05.090
23350023,2011,2013,15500000,0,24403,3,SE,2,10.1016/j.tetlet.2013.05.120
23350023,2011,2013,15500000,0,24403,3,SE,2,10.1246/cl.131198
23350023,2011,2013,15500000,0,24403,3,SE,2,10.1246/cl.140023
23350023,2011,2013,15500000,0,24403,3,SE,2,10.1039/c3pp50243k
23350023,2011,2013,15500000,0,24403,3,SE,2,10.1016/j.tetlet.2012.05.122
23350023,2011,2013,15500000,0,24403,3,SE,2,10.5059/yukigoseikyokaishi.70.434
23350023,2011,2013,15500000,0,24403,3,SE,2,10.1246/bcsj.20110029
23350023,2011,2013,15500000,0,24403,3,SE,2,10.1021/jo2007219
23350023,2011,2013,15500000,0,24403,3,SE,2,10.1002/poc.1891
23350023,2011,2013,15500000,0,24403,3,SE,2,10.1016/j.tet.2011.06.052
23360002,2011,2013,16100000,0,11301,3,SE,1,10.1038/ncomms3055
23360002,2011,2013,16100000,0,11301,3,SE,1,10.1063/1.4818676
23360002,2011,2013,16100000,0,11301,3,SE,1,10.7567/apex.7.013002
23350041,2011,2013,14800000,0,14301,3,SE,1,10.1021/ja2104203
23350041,2011,2013,14800000,0,14301,3,SE,1,10.1021/ja309013a
23350041,2011,2013,14800000,0,14301,3,SE,1,10.1002/anie.201206166
23350041,2011,2013,14800000,0,14301,3,SE,1,10.1002/anie.201209603
23350041,2011,2013,14800000,0,14301,3,SE,1,10.1021/ja405790t
23350041,2011,2013,14800000,0,14301,3,SE,1,10.1002/anie.201305202
23350041,2011,2013,14800000,0,14301,3,SE,1,10.1021/ja407166r
23350041,2011,2013,14800000,0,14301,3,SE,1,10.1021/ja410910s
23350041,2011,2013,14800000,0,14301,3,SE,1,10.1021/ja412663a
23350041,2011,2013,14800000,0,14301,3,SE,1,10.1021/ja403461f
23350041,2011,2013,14800000,0,14301,3,SE,1,10.1021/ol401340u
23350041,2011,2013,14800000,0,14301,3,SE,1,10.1246/cl.130463
23350041,2011,2013,14800000,0,14301,3,SE,1,10.1246/cl.130521
23350041,2011,2013,14800000,0,14301,3,SE,1,10.1002/anie.201306343
23350041,2011,2013,14800000,0,14301,3,SE,1,10.1021/ja407422q
23350041,2011,2013,14800000,0,14301,3,SE,1,10.1038/ncomms4111
23350041,2011,2013,14800000,0,14301,3,SE,1,10.1021/ja502601g
23350041,2011,2013,14800000,0,14301,3,SE,1,10.1002/hlca.201200554
23350041,2011,2013,14800000,0,14301,3,SE,1,10.1002/anie.201105077
23350041,2011,2013,14800000,0,14301,3,SE,1,10.1002/anie.201105148
22340067,2010,2012,14600000,0,82118,3,SE,5,10.1093/ptep/pts102
22340067,2010,2012,14600000,0,82118,3,SE,5,10.1103/physrevlett.107.221801
23360218,2011,2013,8800000,0,11301,3,SE,1,10.1016/j.jebo.2013.12.008
23360218,2011,2013,8800000,0,11301,3,SE,1,10.1007/s00168-012-0499-z
22350013,2010,2012,14400000,0,63903,3,SE,5,10.1063/1.4793555
22350013,2010,2012,14400000,0,63903,3,SE,5,10.1063/1.4789951
22350013,2010,2012,14400000,0,63903,3,SE,5,10.1021/jp310621p
22350013,2010,2012,14400000,0,63903,3,SE,5,10.1063/1.4769256
22350013,2010,2012,14400000,0,63903,3,SE,5,10.1063/1.3671993
22350013,2010,2012,14400000,0,63903,3,SE,5,10.1063/1.3670960
22350013,2010,2012,14400000,0,63903,3,SE,5,10.1021/jz201042u
22350013,2010,2012,14400000,0,63903,3,SE,5,10.1039/c1cp20912d
23360337,2011,2013,14500000,0,13102,3,SE,1,10.1021/ie4029158
23360337,2011,2013,14500000,0,13102,3,SE,1,10.1016/j.memsci.2011.03.054
23350078,2011,2013,14800000,0,12608,3,SE,1,10.1021/ja309646s
23350078,2011,2013,14800000,0,12608,3,SE,1,10.1021/ja200094f
22360298,2010,2012,14100000,0,11301,3,SE,1,10.1149/05002.1701ecst
22360298,2010,2012,14100000,0,11301,3,SE,1,10.1016/j.susc.2012.08.016
22360298,2010,2012,14100000,0,11301,3,SE,1,10.1016/j.jelechem.2012.09.007
23340109,2011,2014,12900000,0,24506,4,SE,2,10.7566/jpsj.83.034714
23340109,2011,2014,12900000,0,24506,4,SE,2,10.7566/jpscp.1.012025
23340109,2011,2014,12900000,0,24506,4,SE,2,10.7566/jpscp.3.014022
23340109,2011,2014,12900000,0,24506,4,SE,2,10.7566/jpsj.83.053702
23340109,2011,2014,12900000,0,24506,4,SE,2,10.7566/jpscp.3.014003
23340109,2011,2014,12900000,0,24506,4,SE,2,10.1088/1742-6596/568/4/042024
23340109,2011,2014,12900000,0,24506,4,SE,2,10.1088/1742-6596/568/4/042025
23340109,2011,2014,12900000,0,24506,4,SE,2,10.7566/jpsj.83.084709
23340109,2011,2014,12900000,0,24506,4,SE,2,10.7566/jpsj.83.084710
23340109,2011,2014,12900000,0,24506,4,SE,2,10.7566/jpsj.83.104710
23340109,2011,2014,12900000,0,24506,4,SE,2,10.7567/jjap.54.030305
23340109,2011,2014,12900000,0,24506,4,SE,2,10.1103/physrevlett.112.068103
23340109,2011,2014,12900000,0,24506,4,SE,2,10.3938/jkps.63.601
23340109,2011,2014,12900000,0,24506,4,SE,2,10.7566/jpsj.82.083709
23340109,2011,2014,12900000,0,24506,4,SE,2,10.3938/jkps.63.591
23340109,2011,2014,12900000,0,24506,4,SE,2,10.1103/physrevlett.110.157205
23340109,2011,2014,12900000,0,24506,4,SE,2,10.7566/jpsj.82.074719
23340109,2011,2014,12900000,0,24506,4,SE,2,10.3938/jkps.63.596
23340109,2011,2014,12900000,0,24506,4,SE,2,10.7566/jpsj.83.033707
23340109,2011,2014,12900000,0,24506,4,SE,2,10.1103/physrevb.89.075116
23340109,2011,2014,12900000,0,24506,4,SE,2,10.7566/jpscp.1.012031
23340109,2011,2014,12900000,0,24506,4,SE,2,10.1103/physrevb.85.054416
23340109,2011,2014,12900000,0,24506,4,SE,2,10.1143/jpsj.81.113710
23340109,2011,2014,12900000,0,24506,4,SE,2,10.7566/jpsj.82.033706
23340109,2011,2014,12900000,0,24506,4,SE,2,10.1088/1742-6596/400/3/032076
23340109,2011,2014,12900000,0,24506,4,SE,2,10.1088/1742-6596/400/3/032118
23340109,2011,2014,12900000,0,24506,4,SE,2,10.1143/jpsj.81.053703
23340109,2011,2014,12900000,0,24506,4,SE,2,10.1143/jpsj.81.084710
23340109,2011,2014,12900000,0,24506,4,SE,2,10.1007/s10909-012-0701-9
23340109,2011,2014,12900000,0,24506,4,SE,2,10.1007/s10909-012-0735-z
23340109,2011,2014,12900000,0,24506,4,SE,2,10.1103/physrevb.86.140401
23340109,2011,2014,12900000,0,24506,4,SE,2,10.1002/pssb.201200763
23340109,2011,2014,12900000,0,24506,4,SE,2,10.7566/jpsj.82.043715
23340109,2011,2014,12900000,0,24506,4,SE,2,10.1103/physrevb.87.125120
23340109,2011,2014,12900000,0,24506,4,SE,2,10.1002/pssb.201200757
23340109,2011,2014,12900000,0,24506,4,SE,2,10.1143/jpsj.81.011009
23340109,2011,2014,12900000,0,24506,4,SE,2,10.1143/jpsj.81.024707
23340109,2011,2014,12900000,0,24506,4,SE,2,10.1143/jpsj.80.043703
23340109,2011,2014,12900000,0,24506,4,SE,2,10.1143/jpsj.80.053704
23340109,2011,2014,12900000,0,24506,4,SE,2,10.1142/s0217984911026619
23340109,2011,2014,12900000,0,24506,4,SE,2,10.1088/1742-6596/320/1/012007
23340109,2011,2014,12900000,0,24506,4,SE,2,10.1088/1742-6596/320/1/012016
23340109,2011,2014,12900000,0,24506,4,SE,2,10.1088/1742-6596/320/1/012010
23340109,2011,2014,12900000,0,24506,4,SE,2,10.1088/1742-6596/320/1/012017
23340109,2011,2014,12900000,0,24506,4,SE,2,10.1088/1742-6596/302/1/012014
23340109,2011,2014,12900000,0,24506,4,SE,2,10.1143/jpsj.80.084704
23340109,2011,2014,12900000,0,24506,4,SE,2,10.1143/jpsj.80.094001
23340109,2011,2014,12900000,0,24506,4,SE,2,10.1143/jpsj.80.093702
23340109,2011,2014,12900000,0,24506,4,SE,2,10.1088/1742-6596/302/1/012003
23340109,2011,2014,12900000,0,24506,4,SE,2,10.1088/1742-6596/320/1/012018
23340109,2011,2014,12900000,0,24506,4,SE,2,10.1143/jpsj.80.125003
23340109,2011,2014,12900000,0,24506,4,SE,2,10.1016/j.physe.2010.07.047
23340109,2011,2014,12900000,0,24506,4,SE,2,10.1143/jpsj.80.043001
23340109,2011,2014,12900000,0,24506,4,SE,2,10.1088/1742-6596/302/1/012013
23340109,2011,2014,12900000,0,24506,4,SE,2,10.1088/1742-6596/320/1/012022
23340109,2011,2014,12900000,0,24506,4,SE,2,10.1143/jpsj.80.033701
23340109,2011,2014,12900000,0,24506,4,SE,2,10.1103/physrevb.83.104411
23340109,2011,2014,12900000,0,24506,4,SE,2,10.1143/jpsj.80.023001
23340109,2011,2014,12900000,0,24506,4,SE,2,10.1088/1742-6596/344/1/012009
23360400,2011,2014,12200000,0,13901,4,SE,1,10.1016/j.enggeo.2014.05.008
23360400,2011,2014,12200000,0,13901,4,SE,1,10.1016/j.apgeochem.2013.03.013
23360400,2011,2014,12200000,0,13901,4,SE,1,10.1007/s00410-013-0960-8
23360400,2011,2014,12200000,0,13901,4,SE,1,10.1016/j.enggeo.2012.10.007
23360400,2011,2014,12200000,0,13901,4,SE,1,10.1111/gfl.12008
22360131,2010,2013,14500000,0,33919,4,SE,3,10.1016/j.jcrysgro.2011.10.051
22360131,2010,2013,14500000,0,33919,4,SE,3,10.1016/j.jcrysgro.2014.01.033
22360131,2010,2013,14500000,0,33919,4,SE,3,10.1016/j.jcrysgro.2013.11.032
22360131,2010,2013,14500000,0,33919,4,SE,3,10.1143/jjap.51.08hb05
22360131,2010,2013,14500000,0,33919,4,SE,3,10.1143/jjap.51.048004
22360131,2010,2013,14500000,0,33919,4,SE,3,10.1143/jjap.51.015602
23360339,2011,2013,14500000,0,13301,3,SE,1,10.1080/02786826.2012.725492
23360339,2011,2013,14500000,0,13301,3,SE,1,10.1016/j.ces.2012.01.062
23360339,2011,2013,14500000,0,13301,3,SE,1,10.1016/j.carbon.2011.10.024
23360339,2011,2013,14500000,0,13301,3,SE,1,10.1252/jcej.11we135
23360339,2011,2013,14500000,0,13301,3,SE,1,10.1007/s11051-011-0674-7
23360339,2011,2013,14500000,0,13301,3,SE,1,10.1080/02786826.2011.589481
23360159,2011,2014,14900000,0,17102,4,SE,1,10.1109/lmwc.2013.2246779
23360159,2011,2014,14900000,0,17102,4,SE,1,10.1109/lmwc.2011.2176475
