awardnumber,startfiscalyear,endfiscalyear,directcost,allocation_niicode,institution_niicode,project_length,field_niicode,institution_table_group,doi,Title,Authors,Source Title,Publication Date,Publication Year,Conference Title,Conference Date,Total Citations,Average per Year,ave3,ave5
22370008,2010,2012,14500000,0,12101,3,BIO,1,10.1098/rsbl.2010.0856,Evidence for genetically influenced caste determination in phylogenetically diverse species of the termite genus Reticulitermes,"Kitade, Osamu; Hoshi, Masahiro; Odaira, Shiori; Asano, Akiko; Shimizu, Manami; Hayashi, Yoshinobu; Lo, Nathan",BIOLOGY LETTERS,APR 23 2011,2011,,,8.0,0.62,0.666666667,0.6
22370008,2010,2012,14500000,0,12101,3,BIO,1,10.1016/j.jinsphys.2011.03.005,Soldier presence suppresses presoldier differentiation through a rapid decrease of JH in the termite Reticulitermes speratus,"Watanabe, Dai; Gotoh, Hiroki; Miura, Tori; Maekawa, Kiyoto",JOURNAL OF INSECT PHYSIOLOGY,JUN 2011,2011,,,32.0,2.46,0.666666667,1.6
22370008,2010,2012,14500000,0,12101,3,BIO,1,10.1111/j.1479-8298.2010.00420.x,Paternity analysis in an egg-carrying aquatic insect Appasus major (Hemiptera: Belostomatidae) using microsatellite DNA markers,"Inada, Katsushige; Kitade, Osamu; Morino, Hiroshi",ENTOMOLOGICAL SCIENCE,JAN 2011,2011,,,7.0,0.54,0.666666667,0.4
22370008,2010,2012,14500000,0,12101,3,BIO,1,10.1303/aez.2010.377,Effects of juvenile hormone III on morphogenetic changes during a molt from each nymphal instar in the termite Reticulitermes speratus (Isoptera: Rhinotermitidae),"Watanabe, Dai; Shirasaki, Ikkei; Maekawa, Kiyoto",APPLIED ENTOMOLOGY AND ZOOLOGY,AUG 2010,2010,,,7.0,0.5,0.666666667,0.8
22370008,2010,2012,14500000,0,12101,3,BIO,1,10.1002/arch.20415,HIGH-LEVEL EXPRESSION OF THE Geranylgeranyl diphosphate synthase GENE IN THE FRONTAL GLAND OF SOLDIERS IN Reticulitermes speratus (ISOPTERA: RHINOTERMITIDAE),"Hojo, Masaru; Toga, Kouhei; Watanabe, Dai; Yamamoto, Tomoyo; Maekawa, Kiyoto",ARCHIVES OF INSECT BIOCHEMISTRY AND PHYSIOLOGY,MAY 2011,2011,,,15.0,1.15,1.0,1.4
22390042,2010,2013,14100000,0,17301,4,BIO,1,10.1007/s10059-013-0130-x,Do sirtuins promote mammalian longevity?: A Critical review on its relevance to the longevity effect induced by calorie restriction,"Park, Seongjoon; Mori, Ryoichi; Shimokawa, Isao",MOLECULES AND CELLS,JUN 2013,2013,,,45.0,4.09,4.333333333,5.0
22390042,2010,2013,14100000,0,17301,4,BIO,1,10.1111/j.1447-0594.2011.00692.x,"Modest inhibition of the growth hormone axis does not affect mitochondrial reactive oxygen species generation or redox state, unlike calorie restriction","Hayashida, Takahiro; Komatsu, Toshimitsu; Henmi, Yasuko; Yanagihara-Ota, Kurumi; Kim, Ae-Ra; Chiba, Takuya; Goto, Shinji; Chung, Hae Young; Shimokawa, Isao",GERIATRICS & GERONTOLOGY INTERNATIONAL,OCT 2011,2011,,,2.0,0.15,0.0,0.2
23380098,2011,2013,14700000,0,13801,3,BIO,1,10.1080/02773813.2012.723778,alpha-Glucosidase Inhibition Activity by Cyclic Diarylheptanoids from Alnus sieboldiana,"Chiba, Koujiro; Ichizawa, Hiroo; Kawai, Shingo; Nishida, Tomoaki",JOURNAL OF WOOD CHEMISTRY AND TECHNOLOGY,JAN 1 2013,2013,,,10.0,0.91,0.0,0.4
22390235,2010,2012,7700000,0,15401,3,BIO,1,10.1111/jgh.12087,Stereotactic body radiation therapy combined with transcatheter arterial chemoembolization for small hepatocellular carcinoma,"Honda, Yohji; Kimura, Tomoki; Aikata, Hiroshi; Kobayashi, Tomoki; Fukuhara, Takayuki; Masaki, Keiichi; Nakahara, Takashi; Naeshiro, Noriaki; Ono, Atsushi; Miyaki, Daisuke; Nagaoki, Yuko; Kawaoka, Tomokazu; Takaki, Shintaro; Hiramatsu, Akira; Ishikawa, Masaki; Kakizawa, Hideaki; Kenjo, Masahiro; Takahashi, Shoichi; Awai, Kazuo; Nagata, Yasushi; Chayama, Kazuaki",JOURNAL OF GASTROENTEROLOGY AND HEPATOLOGY,MAR 2013,2013,,,66.0,6.0,5.666666667,5.8
22390235,2010,2012,7700000,0,15401,3,BIO,1,10.1016/j.acra.2012.07.003,Coronary Artery Calcium Scoring on Different 64-detector Scanners Using a Low-tube Voltage (80 kVp),"Fujioka, Chikako; Funama, Yoshinori; Kiguchi, Masao; Ishifuro, Minoru; Kihara, Yasuki; Nagata, Yasushi; Awai, Kazuo",ACADEMIC RADIOLOGY,NOV 2012,2012,,,11.0,0.92,0.666666667,0.6
22390235,2010,2012,7700000,0,15401,3,BIO,1,10.1007/s10147-011-0324-1,Detailed dosimetric evaluation of intensity-modulated radiation therapy plans created for stage C prostate cancer based on a planning protocol,"Norihisa, Yoshiki; Mizowaki, Takashi; Takayama, Kenji; Miyabe, Yuki; Matsugi, Kiyotomo; Matsuo, Yukinori; Narabayashi, Masaru; Sakanaka, Katsuyuki; Nakamura, Akira; Nagata, Yasushi; Hiraoka, Masahiro",INTERNATIONAL JOURNAL OF CLINICAL ONCOLOGY,OCT 2012,2012,,,20.0,1.67,0.333333333,1.0
22390235,2010,2012,7700000,0,15401,3,BIO,1,10.1016/j.ijrobp.2011.10.066,Treatment Outcome of Medium-Dose-Rate Intracavitary Brachytherapy for Carcinoma of the Uterine Cervix: Comparison With Low-Dose-Rate Intracavitary Brachytherapy,"Kaneyasu, Yuko; Kita, Midori; Okawa, Tomohiko; Maebayashi, Katsuya; Kohno, Mari; Sonoda, Tatsuo; Hirabayashi, Hisae; Nagata, Yasushi; Mitsuhashi, Norio",INTERNATIONAL JOURNAL OF RADIATION ONCOLOGY BIOLOGY PHYSICS,SEP 1 2012,2012,,,3.0,0.25,0.666666667,0.4
22390235,2010,2012,7700000,0,15401,3,BIO,1,10.1007/s00280-012-1853-7,"Neoadjuvant chemoradiotherapy with docetaxel, cisplatin, and 5-fluorouracil for esophageal cancer","Emi, Manabu; Hihara, Jun; Hamai, Yoichi; Aoki, Yoshiro; Okada, Morihito; Kenjo, Masahiro; Murakami, Yuji",CANCER CHEMOTHERAPY AND PHARMACOLOGY,JUN 2012,2012,,,24.0,2.0,1.333333333,1.8
22390235,2010,2012,7700000,0,15401,3,BIO,1,10.1016/j.ijrobp.2012.01.018,Dose-Volume Metrics Associated With Radiation Pneumonitis After Stereotactic Body Radiation Therapy for Lung Cancer,"Matsuo, Yukinori; Shibuya, Keiko; Nakamura, Mitsuhiro; Narabayashi, Masaru; Sakanaka, Katsuyuki; Ueki, Nami; Miyagi, Ken; Norihisa, Yoshiki; Mizowaki, Takashi; Nagata, Yasushi; Hiraoka, Masahiro",INTERNATIONAL JOURNAL OF RADIATION ONCOLOGY BIOLOGY PHYSICS,JUL 15 2012,2012,,,140.0,11.67,9.0,12.8
22390235,2010,2012,7700000,0,15401,3,BIO,1,10.1007/s10147-011-0285-4,Long-term outcomes of intraluminal brachytherapy in combination with external beam radiotherapy for superficial esophageal cancer,"Murakami, Yuji; Nagata, Yasushi; Nishibuchi, Ikuno; Kimura, Tomoki; Kenjo, Masahiro; Kaneyasu, Yuko; Okabe, Tomoyuki; Hashimoto, Yasutoshi; Akagi, Yukio",INTERNATIONAL JOURNAL OF CLINICAL ONCOLOGY,JUN 2012,2012,,,20.0,1.67,1.0,1.6
22390235,2010,2012,7700000,0,15401,3,BIO,1,10.1016/j.ijrobp.2011.08.016,Functional Image-Guided Radiotherapy Planning in Respiratory-Gated Intensity-Modulated Radiotherapy for Lung Cancer Patients With Chronic Obstructive Pulmonary Disease,"Kimura, Tomoki; Nishibuchi, Ikuno; Murakami, Yuji; Kenjo, Masahiro; Kaneyasu, Yuko; Nagata, Yasushi",INTERNATIONAL JOURNAL OF RADIATION ONCOLOGY BIOLOGY PHYSICS,MAR 15 2012,2012,,,20.0,1.67,1.666666667,1.6
22390235,2010,2012,7700000,0,15401,3,BIO,1,10.1016/j.ijrobp.2011.06.1993,STEREOTACTIC RADIOTHERAPY OF PRIMARY LUNG CANCER AND OTHER TARGETS: RESULTS OF CONSULTANT MEETING OF THE INTERNATIONAL ATOMIC ENERGY AGENCY (INT J RADIAT ONCOL BIOL PHYS 2011;79:660-669) REPLY,"Nagata, Yasushi",INTERNATIONAL JOURNAL OF RADIATION ONCOLOGY BIOLOGY PHYSICS,FEB 1 2012,2012,,,0.0,0.0,0.0,0.0
22390235,2010,2012,7700000,0,15401,3,BIO,1,10.1016/j.ijrobp.2009.07.1751,STEREOTACTIC BODY RADIOTHERAPY (SBRT) FOR OPERABLE STAGE I NON SMALL-CELL LUNG CANCER: CAN SBRT BE COMPARABLE TO SURGERY?,"Onishi, Hiroshi; Shirato, Hiroki; Nagata, Yasushi; Hiraoka, Masahiro; Fujino, Masaharu; Gomi, Kotaro; Karasawa, Katsuyuki; Hayakawa, Kazushige; Niibe, Yuzuru; Takai, Yoshihiro; Kimura, Tomoki; Takeda, Atsuya; Ouchi, Atsushi; Hareyama, Masato; Kokubo, Masaki; Kozuka, Takuyo; Arimoto, Takuro; Hara, Ryusuke; Itami, Jun; Araki, Tsutomu",INTERNATIONAL JOURNAL OF RADIATION ONCOLOGY BIOLOGY PHYSICS,DEC 1 2011,2011,49th Annual Meeting of the American-Society-for-Therapeutic-Radiology-and-Oncology (ASTRO),"OCT 27-NOV 01, 2007",433.0,33.31,25.33333333,32.8
22380144,2010,2012,14800000,0,11301,3,BIO,1,10.1007/s00284-012-0216-2,"Characterization of Lactose Utilization and beta-Galactosidase in Lactobacillus brevis KB290, the Hetero-Fermentative Lactic Acid Bacterium","Honda, Hiroyuki; Yajima, Nobuhiro; Saito, Tadao",CURRENT MICROBIOLOGY,DEC 2012,2012,,,9.0,0.75,0.333333333,0.4
22380144,2010,2012,14800000,0,11301,3,BIO,1,10.1111/jam.12063,New screening methods for probiotics with adhesion properties to sialic acid and sulphate residues in human colonic mucin using the Biacore assay,"Huang, I-N.; Okawara, T.; Watanabe, M.; Kawai, Y.; Kitazawa, H.; Ohnuma, S.; Shibata, C.; Horii, A.; Kimura, K.; Taketomo, N.; Xiao, J. -Z.; Iwatsuki, K.; Saito, T.",JOURNAL OF APPLIED MICROBIOLOGY,MAR 2013,2013,,,14.0,1.27,1.0,1.8
22380144,2010,2012,14800000,0,11301,3,BIO,1,10.1271/bbb.120150,"An Adhesin-Like Protein, Lam29, from Lactobacillus mucosae ME-340 Binds to Histone H3 and Blood Group Antigens in Human Colonic Mucus","Watanabe, Masamichi; Kinoshita, Hideki; Huang, I-Nung; Eguchi, Kei; Tsurumi, Takuya; Kawai, Yasushi; Kitazawa, Haruki; Kimura, Katsunori; Taketomo, Naoki; Kikuchi, Daisuke; Sase, Tomohiko; Miura, Koh; Ogawa, Hitoshi; Shibata, Chikashi; Horii, Akira; Saito, Tadao",BIOSCIENCE BIOTECHNOLOGY AND BIOCHEMISTRY,SEP 2012,2012,,,13.0,1.08,1.333333333,1.6
22380144,2010,2012,14800000,0,11301,3,BIO,1,10.1111/j.1365-2672.2010.04719.x,Identification of a new adhesin-like protein from Lactobacillus mucosae ME-340 with specific affinity to the human blood group A and B antigens,"Watanabe, M.; Kinoshita, H.; Nitta, M.; Yukishita, R.; Kawai, Y.; Kimura, K.; Taketomo, N.; Yamazaki, Y.; Tateno, Y.; Miura, K.; Horii, A.; Kitazawa, H.; Saito, T.",JOURNAL OF APPLIED MICROBIOLOGY,SEP 2010,2010,,,40.0,2.86,2.333333333,2.6
22380144,2010,2012,14800000,0,11301,3,BIO,1,10.1111/j.1740-0929.2012.01048.x,Food preservative potential of gassericin A-containing concentrate prepared from cheese whey culture supernatant of Lactobacillus gasseri LA39,"Nakamura, Kiyoshi; Arakawa, Kensuke; Kawai, Yasushi; Yasuta, Narimi; Chujo, Takahiro; Watanabe, Masamichi; Iioka, Hiroyuki; Tanioka, Masashi; Nishimura, Junko; Kitazawa, Haruki; Tsurumi, Koichi; Saito, Tadao",ANIMAL SCIENCE JOURNAL,2013,2013,,,24.0,2.18,2.0,2.6
22380144,2010,2012,14800000,0,11301,3,BIO,1,10.1016/j.idairyj.2012.08.008,Chemical characterisation of oligosaccharides in commercially pasteurised dromedary camel (Camelus dromedarius) milk,"Alhaj, O. A.; Taufik, E.; Handa, Y.; Fukuda, K.; Saito, T.; Urashima, T.",INTERNATIONAL DAIRY JOURNAL,FEB 2013,2013,,,26.0,2.36,1.666666667,2.4
23390268,2011,2013,14900000,0,11301,3,BIO,1,10.1371/journal.pone.0091598,TBX1 Mutation Identified by Exome Sequencing in a Japanese Family with 22q11.2 Deletion Syndrome-Like Craniofacial Features and Hypocalcemia,"Ogata, Tsutomu; Niihori, Tetsuya; Tanaka, Noriko; Kawai, Masahiko; Nagashima, Takeshi; Funayama, Ryo; Nakayama, Keiko; Nakashima, Shinichi; Kato, Fumiko; Fukami, Maki; Aoki, Yoko; Matsubara, Yoichi",PLOS ONE,MAR 17 2014,2014,,,31.0,3.1,3.0,3.6
23390268,2011,2013,14900000,0,11301,3,BIO,1,10.1016/j.braindev.2012.12.007,A girl with Cardio-facio-cutaneous syndrome complicated with status epilepticus and acute encephalopathy,"Wakusawa, Keisuke; Kobayashi, Satoru; Abe, Yu; Tanaka, Soichiro; Endo, Wakaba; Inui, Takehiko; Iwaki, Mitsutosi; Watanabe, Shuei; Togashi, Noriko; Nara, Takahiro; Niihori, TetsuYa; Aoki, Yoko; Haginoya, Kazuhiro",BRAIN & DEVELOPMENT,JAN 2014,2014,,,6.0,0.6,0.0,0.4
23390268,2011,2013,14900000,0,11301,3,BIO,1,10.1016/j.brainres.2014.01.011,Temporal profile of the vascular anatomy evaluated by 9.4-T magnetic resonance angiography and histopathological analysis in mice lacking RNF213: A susceptibility gene for moyamoya disease,"Sonobe, Shinya; Fujimura, Miki; Niizuma, Kuniyasu; Nishijima, Yasuo; Ito, Akira; Shimizu, Hiroaki; Kikuchi, Atsuo; Arai-Ichinoi, Natsuko; Kure, Shigeo; Tominaga, Teiji",BRAIN RESEARCH,MAR 13 2014,2014,,,74.0,7.4,8.666666667,9.2
23390268,2011,2013,14900000,0,11301,3,BIO,1,10.1111/hepr.12168,Sequential analysis of amino acid substitutions with hepatitis B virus in association with nucleoside/nucleotide analog treatment detected by deep sequencing,"Ninomiya, Masashi; Kondo, Yasuteru; Niihori, Tetsuya; Nagashima, Takeshi; Kogure, Takayuki; Kakazu, Eiji; Kimura, Osamu; Aoki, Yoko; Matsubara, Yoichi; Shimosegawa, Tooru",HEPATOLOGY RESEARCH,JUN 2014,2014,,,2.0,0.2,0.333333333,0.2
23390268,2011,2013,14900000,0,11301,3,BIO,1,10.1016/j.ajhg.2013.05.021,"Gain-of-Function Mutations in RIT1 Cause Noonan Syndrome, a RAS/MAPK Pathway Syndrome","Aoki, Yoko; Niihori, Tetsuya; Banjo, Toshihiro; Okamoto, Nobuhiko; Mizuno, Seiji; Kurosawa, Kenji; Ogata, Tsutomu; Takada, Fumio; Yano, Michihiro; Ando, Toru; Hoshika, Tadataka; Barnett, Christopher; Ohashi, Hirofumi; Kawame, Hiroshi; Hasegawa, Tomonobu; Okutani, Takahiro; Nagashima, Tatsuo; Hasegawa, Satoshi; Funayama, Ryo; Nagashima, Takeshi; Nakayama, Keiko; Inoue, Shin-ichi; Watanabe, Yusuke; Ogura, Toshihiko; Matsubara, Yoichi",AMERICAN JOURNAL OF HUMAN GENETICS,JUL 11 2013,2013,,,227.0,20.64,16.0,21.8
23390268,2011,2013,14900000,0,11301,3,BIO,1,10.1038/jhg.2013.9,Exome sequencing identifies a novel TTN mutation in a family with hereditary myopathy with early respiratory failure,"Izumi, Rumiko; Niihori, Tetsuya; Aoki, Yoko; Suzuki, Naoki; Kato, Masaaki; Warita, Hitoshi; Takahashi, Toshiaki; Tateyama, Maki; Nagashima, Takeshi; Funayama, Ryo; Abe, Koji; Nakayama, Keiko; Aoki, Masashi; Matsubara, Yoichi",JOURNAL OF HUMAN GENETICS,MAY 2013,2013,,,27.0,2.45,5.666666667,3.8
23390268,2011,2013,14900000,0,11301,3,BIO,1,10.1016/j.braindev.2013.07.009,RBPJ is disrupted in a case of proximal 4p deletion syndrome with epilepsy,"Nakayama, Tojo; Saitsu, Hirotomo; Endo, Wakaba; Kikuchi, Atsuo; Uematsu, Mitsugu; Haginoya, Kazuhiro; Hino-fukuyo, Naomi; Kobayashi, Tomoko; Iwasaki, Masaki; Tominaga, Teiji; Kure, Shigeo; Matsumoto, Naomichi",BRAIN & DEVELOPMENT,JUN 2014,2014,,,5.0,0.5,0.333333333,0.4
23390268,2011,2013,14900000,0,11301,3,BIO,1,10.1007/s00431-013-1977-8,Interstitial lung disease in two brothers with novel compound heterozygous ABCA3 mutations,"Kitazawa, Hiroshi; Moriya, Kunihiko; Niizuma, Hidetaka; Kawano, Kengo; Saito-Nanjo, Yuka; Uchiyama, Toru; Rikiishi, Takeshi; Sasahara, Yoji; Sakamoto, Osamu; Setoguchi, Yasuhiro; Kure, Shigeo",EUROPEAN JOURNAL OF PEDIATRICS,JUL 2013,2013,,,13.0,1.18,1.333333333,1.6
23390268,2011,2013,14900000,0,11301,3,BIO,1,10.1016/j.leukres.2012.04.018,Casitas B-cell lymphoma mutation in childhood T-cell acute lymphoblastic leukemia,"Saito, Yuka; Aoki, Yoko; Muramatsu, Hideki; Makishima, Hideki; Maciejewski, Jaroslaw P.; Imaizumi, Masue; Rikiishi, Takeshi; Sasahara, Yoji; Kure, Shigeo; Niihori, Tetsuya; Tsuchiya, Shigeru; Kojima, Seiji; Matsubara, Yoichi",LEUKEMIA RESEARCH,AUG 2012,2012,,,13.0,1.08,1.333333333,1.2
23390268,2011,2013,14900000,0,11301,3,BIO,1,10.1002/ajmg.a.35292,Prevalence and clinical features of Costello syndrome and cardio-facio-cutaneous syndrome in Japan: Findings from a nationwide epidemiological survey,"Abe, Yu; Aoki, Yoko; Kuriyama, Shinichi; Kawame, Hiroshi; Okamoto, Nobuhiko; Kurosawa, Kenji; Ohashi, Hirofumi; Mizuno, Seiji; Ogata, Tsutomu; Kure, Shigeo; Niihori, Tetsuya; Matsubara, Yoichi",AMERICAN JOURNAL OF MEDICAL GENETICS PART A,MAY 2012,2012,,,58.0,4.83,3.0,4.2
23390268,2011,2013,14900000,0,11301,3,BIO,1,10.1093/hmg/ddr585,Mutations in genes encoding the glycine cleavage system predispose to neural tube defects in mice and humans,"Narisawa, Ayumi; Komatsuzaki, Shoko; Kikuchi, Atsuo; Niihori, Tetsuya; Aoki, Yoko; Fujiwara, Kazuko; Tanemura, Mitsuyo; Hata, Akira; Suzuki, Yoichi; Relton, Caroline L.; Grinham, James; Leung, Kit-Yi; Partridge, Darren; Robinson, Alexis; Stone, Victoria; Gustavsson, Peter; Stanier, Philip; Copp, Andrew J.; Greene, Nicholas D. E.; Tominaga, Teiji; Matsubara, Yoichi; Kure, Shigeo",HUMAN MOLECULAR GENETICS,APR 1 2012,2012,,,84.0,7.0,5.333333333,5.4
23390268,2011,2013,14900000,0,11301,3,BIO,1,10.1016/j.ymgme.2011.12.024,Simple and rapid genetic testing for citrin deficiency by screening 11 prevalent mutations in SLC25A13,"Kikuchi, Atsuo; Arai-Ichinoi, Natsuko; Sakamoto, Osamu; Matsubara, Yoichi; Saheki, Takeyori; Kobayashi, Keiko; Ohura, Toshihro; Kure, Shigeo",MOLECULAR GENETICS AND METABOLISM,APR 2012,2012,,,37.0,3.08,4.0,3.2
23390268,2011,2013,14900000,0,11301,3,BIO,1,10.1038/jhg.2011.85,HRAS mutants identified in Costello syndrome patients can induce cellular senescence: possible implications for the pathogenesis of Costello syndrome,"Niihori, Tetsuya; Aoki, Yoko; Okamoto, Nobuhiko; Kurosawa, Kenji; Ohashi, Hirofumi; Mizuno, Seiji; Kawame, Hiroshi; Inazawa, Johji; Ohura, Toshihiro; Arai, Hiroshi; Nabatame, Shin; Kikuchi, Kiyoshi; Kuroki, Yoshikazu; Miura, Masaru; Tanaka, Toju; Ohtake, Akira; Omori, Isaku; Ihara, Kenji; Mabe, Hiroyo; Watanabe, Kyoko; Niijima, Shinichi; Okano, Erika; Numabe, Hironao; Matsubara, Yoichi",JOURNAL OF HUMAN GENETICS,OCT 2011,2011,,,23.0,1.77,2.0,1.8
23390268,2011,2013,14900000,0,11301,3,BIO,1,10.1016/j.braindev.2010.10.006,A familial case of LEOPARD syndrome associated with a high-functioning autism spectrum disorder,"Watanabe, Yoriko; Yano, Shoji; Niihori, Tetsuya; Aoki, Yoko; Matsubara, Yoichi; Yoshino, Makoto; Matsuishi, Toyojiro",BRAIN & DEVELOPMENT,AUG 2011,2011,,,3.0,0.23,1.0,0.6
23390268,2011,2013,14900000,0,11301,3,BIO,1,10.1002/ajmg.a.36107,A Transient Myelodysplastic/Myeloproliferative Neoplasm in a Patient With Cardio-Facio-Cutaneous Syndrome and a Germline BRAF Mutation,"Sekiguchi, Kazuhito; Maeda, Tomoki; Suenobu, So-ichi; Kunisaki, Nobutaka; Shimizu, Miki; Kiyota, Kyoko; Handa, Yo-suke; Akiyoshi, Kensuke; Korematsu, Seigo; Aoki, Yoko; Matsubara, Yoichi; Izumi, Tatsuro",AMERICAN JOURNAL OF MEDICAL GENETICS PART A,OCT 2013,2013,,,2.0,0.18,0.0,0.2
23390268,2011,2013,14900000,0,11301,3,BIO,1,10.1002/ajmg.a.36072,MLL2 and KDM6A Mutations in Patients With Kabuki Syndrome,"Miyake, Noriko; Koshimizu, Eriko; Okamoto, Nobuhiko; Mizuno, Seiji; Ogata, Tsutomu; Nagai, Toshiro; Kosho, Tomoki; Ohashi, Hirofumi; Kato, Mitsuhiro; Sasaki, Goro; Mabe, Hiroyo; Watanabe, Yoriko; Yoshino, Makoto; Matsuishi, Toyojiro; Takanashi, Jun-ichi; Shotelersuk, Vorasuk; Tekin, Mustafa; Ochi, Nobuhiko; Kubota, Masaya; Ito, Naoko; Ihara, Kenji; Hara, Toshiro; Tonoki, Hidefumi; Ohta, Tohru; Saito, Kayoko; Matsuo, Mari; Urano, Mari; Enokizono, Takashi; Sato, Astushi; Tanaka, Hiroyuki; Ogawa, Atsushi; Fujita, Takako; Hiraki, Yoko; Kitanaka, Sachiko; Matsubara, Yoichi; Makita, Toshio; Taguri, Masataka; Nakashima, Mitsuko; Tsurusaki, Yoshinori; Saitsu, Hirotomo; Yoshiura, Ko-ichiro; Matsumoto, Naomichi; Niikawa, Norio",AMERICAN JOURNAL OF MEDICAL GENETICS PART A,SEP 2013,2013,,,112.0,10.18,7.0,9.4
23390268,2011,2013,14900000,0,11301,3,BIO,1,10.1007/s12185-012-1239-y,Ras/MAPK syndromes and childhood hemato-oncological diseases,"Aoki, Yoko; Matsubara, Yoichi",INTERNATIONAL JOURNAL OF HEMATOLOGY,JAN 2013,2013,,,34.0,3.09,4.0,3.6
23390268,2011,2013,14900000,0,11301,3,BIO,1,10.2340/00015555-1399,A Case of Almost Unilateral Focal Dermal Hypoplasia Resulting From a Novel Mutation in the PORCN Gene,"Asano, Masayuki; Fujimura, Taku; Wakusawa, Chihiro; Aoki, Yoko; Matsubara, Yoichi; Aiba, Setsuya",ACTA DERMATO-VENEREOLOGICA,2013,2013,,,4.0,0.36,0.666666667,0.6
23390268,2011,2013,14900000,0,11301,3,BIO,1,10.1002/humu.22147,Human variome project country nodes: Documenting genetic information within a country,"Patrinos, George P.; Smith, Timothy D.; Howard, Heather; Al-Mulla, Fand; Chouchane, Lotfi; Hadjisavvas, Andreas; Hamed, Sherifa A.; Li, Xi-Tao; Marafie, Makia; Ramesar, Rajkumar S.; Ramos, Feliciano J.; de Rave, Thomy; El-Ruby, Mona O.; Shrestha, Tilak Ram; Sobrido, Maria-Jess; Tadmouri, Ghazi; Witsch-Baumgartner, Martina; Zilfali, Bin Alwi; Auerbach, Arleen D.; Carpenter, Kevin; Cutting, Garry R.; Vu Chi Dung; Grody, Wayne; Hasler, Julia; Jorde, Lynn; Kaput, Jim; Macek, Milan; Matsubara, Yoichi; Padilla, Carmancita; Robinson, Helen; Rojas-Martinez, Augusto; Taylor, Graham R.; Vihinen, Mauno; Weber, Tom; Burn, John; Qi, Ming; Cotton, Richard G. H.; Rimoin, David",HUMAN MUTATION,NOV 2012,2012,,,7.0,0.58,1.666666667,1.4
23390268,2011,2013,14900000,0,11301,3,BIO,1,10.1002/ajmg.a.34194,Implantable Cardioverter Defibrillator for Progressive Hypertrophic Cardiomyopathy in a Patient With LEOPARD Syndrome and a Novel PTPN11 Mutation Gln510His,"Wakabayashi, Yasushi; Yamazaki, Kyohei; Narumi, Yoko; Fuseya, Satoshi; Horigome, Miki; Wakui, Keiko; Fukushima, Yoshimitsu; Matsubara, Yoichi; Aoki, Yoko; Kosho, Tomoki",AMERICAN JOURNAL OF MEDICAL GENETICS PART A,OCT 2011,2011,,,8.0,0.62,0.333333333,0.8
23390268,2011,2013,14900000,0,11301,3,BIO,1,10.1016/j.seizure.2011.07.013,Epilepsy in RAS/MAPK syndrome: Two cases of cardio-facio-cutaneous syndrome with epileptic encephalopathy and a literature review,"Adachi, Masao; Abe, Yu; Aoki, Yoko; Matsubara, Yoichi",SEIZURE-EUROPEAN JOURNAL OF EPILEPSY,JAN 2012,2012,,,26.0,2.17,1.666666667,1.6
23390268,2011,2013,14900000,0,11301,3,BIO,1,10.1002/ajmg.a.33764,Implications of Prenatal Diagnosis of the Fetus With Both Interstitial Deletion and a Small Marker Ring Originating From Chromosome 5,"Ohashi, Hiroyasu; Suzumori, Kaoru; Chisaka, Yasushi; Sonta, Shinichi; Kobayashi, Tomoko; Aoki, Yoko; Matsubara, Yoichi; Sone, Michiko; Shaffer, Lisa G.",AMERICAN JOURNAL OF MEDICAL GENETICS PART A,JAN 2011,2011,,,1.0,0.08,0.0,0.2
