awardnumber,startfiscalyear,endfiscalyear,directcost,allocation_niicode,institution_niicode,project_length,field_niicode,institution_table_group,doi,Title,Authors,Source Title,Publication Date,Publication Year,Total Citations,Average per Year,ave_3,ave_5
23591972,2011,2013,4000000,1,32665,3,BIO,3,10.1002/bjs.8916,Criteria for drain removal following liver resection,"Yamazaki, S.; Takayama, T.; Moriguchi, M.; Mitsuka, Y.; Okada, S.; Midorikawa, Y.; Nakayama, H.; Higaki, T.",BRITISH JOURNAL OF SURGERY,12-Nov,2012,48,4.0,1.666666667,3.0
23590475,2011,2013,4100000,1,32645,3,BIO,3,10.1155/2013/968549,"Pivotal Roles of T-Helper 17-Related Cytokines, IL-17, IL-22, and IL-23, in Inflammatory Diseases","Qu, Ning; Xu, Mingli; Mizoguchi, Izuru; Furusawa, Jun-ichi; Kaneko, Kotaro; Watanabe, Kazunori; Mizuguchi, Junichiro; Itoh, Masahiro; Kawakami, Yutaka; Yoshimoto, Takayuki",CLINICAL & DEVELOPMENTAL IMMUNOLOGY,2013,2013,122,11.09,11.0,14.2
23590475,2011,2013,4100000,1,32645,3,BIO,3,10.1371/journal.pone.0076159,IL-27 Enhances the Expression of TRAIL and TLR3 in Human Melanomas and Inhibits Their Tumor Growth in Cooperation with a TLR3 Agonist Poly(I:C) Partly in a TRAIL-Dependent Manner,"Chiba, Yukino; Mizoguchi, Izuru; Mitobe, Kana; Higuchi, Kaname; Nagai, Hiroshi; Nishigori, Chikako; Mizuguchi, Junichiro; Yoshimoto, Takayuki",PLOS ONE,OCT 14 2013,2013,25,2.27,2.666666667,3.0
23590475,2011,2013,4100000,1,32645,3,BIO,3,10.1038/ncomms3112,The ARNT-STAT3 axis regulates the differentiation of intestinal intraepithelial TCR alpha beta(+) CD8 alpha alpha(+) cells,"Nakajima, Kohei; Maekawa, Yoichi; Kataoka, Keiko; Ishifune, Chieko; Nishida, Jun; Arimochi, Hideki; Kitamura, Akiko; Yoshimoto, Takayuki; Tomita, Shuhei; Nagahiro, Shinji; Yasutomo, Koji",NATURE COMMUNICATIONS,13-Jul,2013,15,1.36,1.333333333,1.6
24590381,2012,2014,4100000,1,15101,3,BIO,1,10.1038/ncomms3112,The ARNT-STAT3 axis regulates the differentiation of intestinal intraepithelial TCR alpha beta(+) CD8 alpha alpha(+) cells,"Nakajima, Kohei; Maekawa, Yoichi; Kataoka, Keiko; Ishifune, Chieko; Nishida, Jun; Arimochi, Hideki; Kitamura, Akiko; Yoshimoto, Takayuki; Tomita, Shuhei; Nagahiro, Shinji; Yasutomo, Koji",NATURE COMMUNICATIONS,13-Jul,2013,15,1.36,1.333333333,1.6
23590475,2011,2013,4100000,1,32645,3,BIO,3,10.1371/journal.pone.0018404,Paracrine IL-33 Stimulation Enhances Lipopolysaccharide-Mediated Macrophage Activation,"Ohno, Tatsukuni; Oboki, Keisuke; Morita, Hideaki; Kajiwara, Naoki; Arae, Ken; Tanaka, Shizuko; Ikeda, Masako; Iikura, Motoyasu; Akiyama, Taishin; Inoue, Jun-ichiro; Matsumoto, Kenji; Sudo, Katsuko; Azuma, Miyuki; Okumura, Ko; Kamradt, Thomas; Saito, Hirohisa; Nakae, Susumu",PLOS ONE,APR 11 2011,2011,45,3.46,6.333333333,5.2
23590475,2011,2013,4100000,1,32645,3,BIO,3,10.1111/j.1349-7006.2012.02221.x,Identification of a novel role of Septin 10 in paclitaxel-resistance in cancers through a functional genomics screen,"Xu, Mingli; Takanashi, Masakatsu; Oikawa, Kosuke; Nishi, Hirotaka; Isaka, Keiichi; Yoshimoto, Takayuki; Ohyashiki, Junko; Kuroda, Masahiko",CANCER SCIENCE,12-Apr,2012,6,0.5,1.0,1.0
23570098,2011,2013,4100000,1,32643,3,BIO,3,10.1002/jcp.24463,"Potential Role of Voltage-Sensing Phosphatases in Regulation of Cell Structure Through the Production of PI(3,4)P-2","Yamaguchi, Shinji; Kurokawa, Tatsuki; Taira, Ikuko; Aoki, Naoya; Sakata, Souhei; Okamura, Yasushi; Homma, Koichi J.",JOURNAL OF CELLULAR PHYSIOLOGY,14-Apr,2014,15,1.5,2.333333333,1.8
23570098,2011,2013,4100000,1,32643,3,BIO,3,10.1038/ncomms2088,Thyroid hormone determines the start of the sensitive period of imprinting and primes later learning,"Yamaguchi, Shinji; Aoki, Naoya; Kitajima, Takaaki; Iikubo, Eiji; Katagiri, Sachiko; Matsushima, Toshiya; Homma, Koichi J.",NATURE COMMUNICATIONS,12-Sep,2012,65,5.42,0.333333333,3.4
23570098,2011,2013,4100000,1,32643,3,BIO,3,10.1073/pnas.1203799109,"3 ' Phosphatase activity toward phosphatidylinositol 3,4-bisphosphate [PI(3,4)P-2] by voltage-sensing phosphatase (VSP)","Kurokawa, Tatsuki; Takasuga, Shunsuke; Sakata, Souhei; Yamaguchi, Shinji; Horie, Shigeo; Homma, Koichi J.; Sasaki, Takehiko; Okamura, Yasushi",PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,JUN 19 2012,2012,43,3.58,2.666666667,4.0
23570098,2011,2013,4100000,1,32643,3,BIO,3,10.1016/j.neures.2010.09.002,Molecular function of microtubule-associated protein 2 for filial imprinting in domestic chicks (Gallus gallus domesticus),"Yamaguchi, Shinji; Katagiri, Sachiko; Aoki, Naoya; Iikubo, Eiji; Kitajima, Takaaki; Matsushima, Toshiya; Homma, Koichi J.",NEUROSCIENCE RESEARCH,11-Jan,2011,11,0.85,1.333333333,1.4
23591222,2011,2013,4000000,1,24701,3,BIO,2,10.1111/1744-9987.12030,Serum Phosphate and Calcium Should Be Primarily and Consistently Controlled in Prevalent Hemodialysis Patients,"Taniguchi, Masatomo; Fukagawa, Masafumi; Fujii, Naohiko; Hamano, Takayuki; Shoji, Tetsuo; Yokoyama, Keitaro; Nakai, Shigeru; Shigematsu, Takashi; Iseki, Kunitoshi; Tsubakihara, Yoshiharu",THERAPEUTIC APHERESIS AND DIALYSIS,13-Apr,2013,97,8.82,4.666666667,6.2
23591222,2011,2013,4000000,1,24701,3,BIO,2,10.1111/1744-9987.12058,Clinical Practice Guideline for the Management of Chronic Kidney Disease-Mineral and Bone Disorder,"Fukagawa, Masafumi; Yokoyama, Keitaro; Koiwa, Fumihiko; Taniguchi, Masatomo; Shoji, Tetsuo; Kazama, Junichiro James; Komaba, Hirotaka; Ando, Ryoichi; Kakuta, Takatoshi; Fujii, Hideki; Nakayama, Msasaaki; Shibagaki, Yugo; Fukumoto, Seiji; Fujii, Naohiko; Hattori, Motoshi; Ashida, Akira; Iseki, Kunitoshi; Shigematsu, Takashi; Tsukamoto, Yusuke; Tsubakihara, Yoshiharu; Tomo, Tadashi; Hirakata, Hideki; Akizawa, Tadao",THERAPEUTIC APHERESIS AND DIALYSIS,13-Jun,2013,241,21.91,16.66666667,17.8
23570060,2011,2013,4100000,1,22604,3,BIO,2,10.1007/s00425-014-2082-6,Blue-light regulation of ZmPHOT1 and ZmPHOT2 gene expression and the possible involvement of Zmphot1 in phototropism in maize coleoptiles,"Suzuki, Hiromi; Okamoto, Ai; Kojima, Akane; Nishimura, Takeshi; Takano, Makoto; Kagawa, Takatoshi; Kadota, Akeo; Kanegae, Takeshi; Koshiba, Tomokazu",PLANTA,14-Aug,2014,6,0.6,0.0,0.4
23570060,2011,2013,4100000,1,22604,3,BIO,2,10.1007/s00425-014-2082-6,Blue-light regulation of ZmPHOT1 and ZmPHOT2 gene expression and the possible involvement of Zmphot1 in phototropism in maize coleoptiles,"Suzuki, Hiromi; Okamoto, Ai; Kojima, Akane; Nishimura, Takeshi; Takano, Makoto; Kagawa, Takatoshi; Kadota, Akeo; Kanegae, Takeshi; Koshiba, Tomokazu",PLANTA,14-Aug,2014,6,0.6,0.0,0.4
23570061,2011,2013,4300000,1,22604,3,BIO,2,10.1007/s00425-014-2082-6,Blue-light regulation of ZmPHOT1 and ZmPHOT2 gene expression and the possible involvement of Zmphot1 in phototropism in maize coleoptiles,"Suzuki, Hiromi; Okamoto, Ai; Kojima, Akane; Nishimura, Takeshi; Takano, Makoto; Kagawa, Takatoshi; Kadota, Akeo; Kanegae, Takeshi; Koshiba, Tomokazu",PLANTA,14-Aug,2014,6,0.6,0.0,0.4
23570061,2011,2013,4300000,1,22604,3,BIO,2,10.1007/s00425-014-2082-6,Blue-light regulation of ZmPHOT1 and ZmPHOT2 gene expression and the possible involvement of Zmphot1 in phototropism in maize coleoptiles,"Suzuki, Hiromi; Okamoto, Ai; Kojima, Akane; Nishimura, Takeshi; Takano, Makoto; Kagawa, Takatoshi; Kadota, Akeo; Kanegae, Takeshi; Koshiba, Tomokazu",PLANTA,14-Aug,2014,6,0.6,0.0,0.4
23570060,2011,2013,4100000,1,22604,3,BIO,2,10.1111/tpj.12399,"Yucasin is a potent inhibitor of YUCCA, a key enzyme in auxin biosynthesis","Nishimura, Takeshi; Hayashi, Ken-ichiro; Suzuki, Hiromi; Gyohda, Atsuko; Takaoka, Chihiro; Sakaguchi, Yusuke; Matsumoto, Sachiko; Kasahara, Hiroyuki; Sakai, Tatsuya; Kato, Jun-ichi; Kamiya, Yuji; Koshiba, Tomokazu",PLANT JOURNAL,14-Feb,2014,129,12.9,6.333333333,10.8
23570060,2011,2013,4100000,1,22604,3,BIO,2,10.1093/pcp/pcs112,Identification of IAA Transport Inhibitors Including Compounds Affecting Cellular PIN Trafficking by Two Chemical Screening Approaches Using Maize Coleoptile Systems,"Nishimura, Takeshi; Matano, Naoyuki; Morishima, Taichi; Kakinuma, Chieko; Hayashi, Ken-ichiro; Komano, Teruya; Kubo, Minoru; Hasebe, Mitsuyasu; Kasahara, Hiroyuki; Kamiya, Yuji; Koshiba, Tomokazu",PLANT AND CELL PHYSIOLOGY,12-Oct,2012,25,2.08,1.333333333,1.6
23570060,2011,2013,4100000,1,22604,3,BIO,2,10.1073/pnas.1310790110,NAL1 allele from a rice landrace greatly increases yield in modern indica cultivars,"Fujita, Daisuke; Trijatmiko, Kurniawan Rudi; Tagle, Analiza Grubanzo; Sapasap, Maria Veronica; Koide, Yohei; Sasaki, Kazuhiro; Tsakirpaloglou, Nikolaos; Gannaban, Ritchel Bueno; Nishimura, Takeshi; Yanagihara, Seiji; Fukuta, Yoshimichi; Koshiba, Tomokazu; Slamet-Loedin, Inez Hortense; Ishimaru, Tsutomu; Kobayashi, Nobuya",PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,DEC 17 2013,2013,185,16.82,8.0,14.4
23570060,2011,2013,4100000,1,22604,3,BIO,2,10.1007/s11103-012-9975-1,Identification of superoxide production by Arabidopsis thaliana aldehyde oxidases AAO1 and AAO3,"Zarepour, Maryam; Simon, Kristina; Wilch, Moritz; Nielaender, Ute; Koshiba, Tomokazu; Seo, Mitsunori; Lindel, Thomas; Bittner, Florian",PLANT MOLECULAR BIOLOGY,12-Dec,2012,15,1.25,2.0,1.6
23570060,2011,2013,4100000,1,22604,3,BIO,2,10.1073/pnas.1203567109,Identification of an abscisic acid transporter by functional screening using the receptor complex as a sensor,"Kanno, Yuri; Hanada, Atsushi; Chiba, Yasutaka; Ichikawa, Takanari; Nakazawa, Miki; Matsui, Minami; Koshiba, Tomokazu; Kamiya, Yuji; Seo, Mitsunori",PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,JUN 12 2012,2012,306,25.5,17.66666667,22.2
23590679,2011,2015,4100000,1,17401,5,BIO,1,10.1016/j.rmed.2011.12.005,Raised erythrocyte creatine in patients with pulmonary arterial hypertension - Evidence for subclinical hemolysis,"Fox, Benjamin D.; Okumiya, Toshika; Attas-Fox, Liat; Kassirer, Michael; Raviv, Yael; Kramer, Mordechai R.",RESPIRATORY MEDICINE,12-Apr,2012,9,0.75,0.0,0.2
23590679,2011,2015,4100000,1,17401,5,BIO,1,10.1016/j.ymgme.2011.01.006,Improved assay for differential diagnosis between Pompe disease and acid alpha-glucosidase pseudodeficiency on dried blood spots,"Shigeto, Shohei; Katafuchi, Tatsuya; Okada, Yuya; Nakamura, Kimitoshi; Endo, Fumio; Okuyama, Torayuki; Takeuchi, Hiroaki; Kroos, Marian A.; Verheijen, Frans W.; Reuser, Arnold J. J.; Okumiya, Toshika",MOLECULAR GENETICS AND METABOLISM,11-May,2011,26,2.0,2.333333333,2.6
23592330,2011,2013,3900000,1,12102,3,BIO,1,10.1371/journal.pone.0049709,"The Transcription Factor Sp3 Regulates the Expression of a Metastasis-Related Marker of Sarcoma, Actin Filament-Associated Protein 1-Like 1 (AFAP1L1)","Kajita, Yoichiro; Kato, Tomohisa, Jr.; Tamaki, Sakura; Furu, Moritoshi; Takahashi, Ryo; Nagayama, Satoshi; Aoyama, Tomoki; Nishiyama, Hiroyuki; Nakamura, Eijiro; Katagiri, Toyomasa; Nakamura, Yusuke; Ogawa, Osamu; Toguchida, Junya",PLOS ONE,JAN 9 2013,2013,12,1.09,2.0,1.6
23592330,2011,2013,3900000,1,12102,3,BIO,1,10.1093/jjco/hyt132,Assessment and Management of Renal Impairment in Chemotherapy for Urogenital Cancer,"Kawai, Koji; Ichioka, Daishi; Inai, Hiromu; Miyazaki, Jun; Nishiyama, Hiroyuki",JAPANESE JOURNAL OF CLINICAL ONCOLOGY,13-Nov,2013,4,0.36,0.0,0.2
23592330,2011,2013,3900000,1,12102,3,BIO,1,10.1093/jjco/hyt086,Adverse Reactions Related to Treatment Compliance During BCG Maintenance Therapy for Non-muscle-invasive Bladder Cancer,"Miyazaki, Jun; Hinotsu, Shiro; Ishizuka, Naoki; Naito, Seiji; Ozono, Seiichiro; Akaza, Hideyuki; Nishiyama, Hiroyuki",JAPANESE JOURNAL OF CLINICAL ONCOLOGY,13-Aug,2013,13,1.18,0.0,0.4
23592330,2011,2013,3900000,1,12102,3,BIO,1,10.1093/jjco/hyt016,Risk Factors for Intravesical Recurrence in Patients with High-grade T1 Bladder Cancer in the Second TUR Era,"Takaoka, Ei-ichiro; Matsui, Yoshiyuki; Inoue, Takamitsu; Miyazaki, Jun; Nakashima, Masakazu; Kimura, Tomokazu; Oikawa, Takehiro; Kawai, Koji; Yoshimura, Koji; Habuchi, Tomonori; Ogawa, Osamu; Nishiyama, Hiroyuki",JAPANESE JOURNAL OF CLINICAL ONCOLOGY,13-Apr,2013,16,1.45,1.333333333,2.0
23592330,2011,2013,3900000,1,12102,3,BIO,1,10.1111/iju.12064,Validation of the prognostic grouping of the seventh edition of the tumor-nodes-metastasis classification using a large-scale prospective cohort study database of prostate cancer treated with primary androgen deprivation therapy,"Kimura, Tomokazu; Onozawa, Mizuki; Miyazaki, Jun; Kawai, Koji; Nishiyama, Hiroyuki; Hinotsu, Shiro; Akaza, Hideyuki",INTERNATIONAL JOURNAL OF UROLOGY,13-Sep,2013,5,0.45,1.0,1.0
23592330,2011,2013,3900000,1,12102,3,BIO,1,10.1111/iju.12017,Risk factors for chronic kidney disease after chemotherapy for testicular cancer,"Inai, Hiromu; Kawai, Koji; Ikeda, Atsushi; Ando, Satoshi; Kimura, Tomokazu; Oikawa, Takehiro; Onozawa, Mizuki; Miyazaki, Jun; Uchida, Katsunori; Nishiyama, Hiroyuki",INTERNATIONAL JOURNAL OF UROLOGY,13-Jul,2013,12,1.09,1.333333333,1.0
23592330,2011,2013,3900000,1,12102,3,BIO,1,10.1111/cas.12075,Bacillus Calmette-Guerin (BCG) immunotherapy for bladder cancer: Current understanding and perspectives on engineered BCG vaccine,"Kawai, Koji; Miyazaki, Jun; Joraku, Akira; Nishiyama, Hiroyuki; Akaza, Hideyuki",CANCER SCIENCE,13-Jan,2013,105,9.55,12.66666667,9.6
23592330,2011,2013,3900000,1,12102,3,BIO,1,10.1093/jjco/hys105,Analysis of Intravesical Recurrence After Bladder-preserving Therapy for Muscle-invasive Bladder Cancer,"Onozawa, Mizuki; Miyanaga, Naoto; Hinotsu, Shiro; Miyazaki, Jun; Oikawa, Takehiro; Kimura, Tomokazu; Takaoka, Ei-ichiro; Kawai, Koji; Shimazui, Toru; Sakurai, Hideyuki; Nishiyama, Hiroyuki; Akaza, Hideyuki",JAPANESE JOURNAL OF CLINICAL ONCOLOGY,12-Sep,2012,10,0.83,1.0,1.0
23592330,2011,2013,3900000,1,12102,3,BIO,1,10.1093/jjco/hys094,Management of Ureteral Obstruction in Advanced Testicular Tumor with Lymph Node Metastasis,"Ikeda, Atsushi; Kawai, Koji; Ando, Satoshi; Oikawa, Takehiro; Inai, Hiromu; Kimura, Tomokazu; Takaoka, Ei-ichiro; Yoshino, Takayuki; Suetomi, Takahiro; Kojima, Takahiro; Miyazaki, Jun; Nishiyama, Hiroyuki",JAPANESE JOURNAL OF CLINICAL ONCOLOGY,12-Aug,2012,7,0.58,0.333333333,0.4
23592330,2011,2013,3900000,1,12102,3,BIO,1,10.1002/nau.21255,A novel animal model of underactive bladder: Analysis of lower urinary tract function in a rat lumbar canal stenosis model,"Sekido, Noritoshi; Jyoraku, Akira; Okada, Hiroki; Wakamatsu, Daisuke; Matsuya, Hidekazu; Nishiyama, Hiroyuki",NEUROUROLOGY AND URODYNAMICS,12-Sep,2012,26,2.17,1.666666667,2.0
23592330,2011,2013,3900000,1,12102,3,BIO,1,10.1073/pnas.1121524109,Cold-inducible RNA-binding protein (Cirp) interacts with Dyrk1b/Mirk and promotes proliferation of immature male germ cells in mice,"Masuda, Tomoko; Itoh, Katsuhiko; Higashitsuji, Hiroaki; Higashitsuji, Hisako; Nakazawa, Noa; Sakurai, Toshiharu; Liu, Yu; Tokuchi, Hiromu; Fujita, Takanori; Zhao, Yan; Nishiyama, Hiroyuki; Tanaka, Takashi; Fukumoto, Manabu; Ikawa, Masahito; Okabe, Masaru; Fujita, Jun",PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,JUL 3 2012,2012,53,4.42,2.666666667,3.6
23592330,2011,2013,3900000,1,12102,3,BIO,1,10.1073/pnas.1121524109,Cold-inducible RNA-binding protein (Cirp) interacts with Dyrk1b/Mirk and promotes proliferation of immature male germ cells in mice,"Masuda, Tomoko; Itoh, Katsuhiko; Higashitsuji, Hiroaki; Higashitsuji, Hisako; Nakazawa, Noa; Sakurai, Toshiharu; Liu, Yu; Tokuchi, Hiromu; Fujita, Takanori; Zhao, Yan; Nishiyama, Hiroyuki; Tanaka, Takashi; Fukumoto, Manabu; Ikawa, Masahito; Okabe, Masaru; Fujita, Jun",PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,JUL 3 2012,2012,53,4.42,2.666666667,3.6
24592446,2012,2014,4100000,1,14301,3,BIO,1,10.1073/pnas.1121524109,Cold-inducible RNA-binding protein (Cirp) interacts with Dyrk1b/Mirk and promotes proliferation of immature male germ cells in mice,"Masuda, Tomoko; Itoh, Katsuhiko; Higashitsuji, Hiroaki; Higashitsuji, Hisako; Nakazawa, Noa; Sakurai, Toshiharu; Liu, Yu; Tokuchi, Hiromu; Fujita, Takanori; Zhao, Yan; Nishiyama, Hiroyuki; Tanaka, Takashi; Fukumoto, Manabu; Ikawa, Masahito; Okabe, Masaru; Fujita, Jun",PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,JUL 3 2012,2012,53,4.42,2.666666667,3.6
24592446,2012,2014,4100000,1,14301,3,BIO,1,10.1073/pnas.1121524109,Cold-inducible RNA-binding protein (Cirp) interacts with Dyrk1b/Mirk and promotes proliferation of immature male germ cells in mice,"Masuda, Tomoko; Itoh, Katsuhiko; Higashitsuji, Hiroaki; Higashitsuji, Hisako; Nakazawa, Noa; Sakurai, Toshiharu; Liu, Yu; Tokuchi, Hiromu; Fujita, Takanori; Zhao, Yan; Nishiyama, Hiroyuki; Tanaka, Takashi; Fukumoto, Manabu; Ikawa, Masahito; Okabe, Masaru; Fujita, Jun",PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,JUL 3 2012,2012,53,4.42,2.666666667,3.6
23592330,2011,2013,3900000,1,12102,3,BIO,1,10.1093/carcin/bgr137,Thioredoxin-interacting protein suppresses bladder carcinogenesis,"Nishizawa, Koji; Nishiyama, Hiroyuki; Matsui, Yoshiyuki; Kobayashi, Takashi; Saito, Ryoichi; Kotani, Hirokazu; Masutani, Hiroshi; Oishi, Shinya; Toda, Yoshinobu; Fujii, Nobutaka; Yodoi, Junji; Ogawa, Osamu",CARCINOGENESIS,11-Oct,2011,59,4.54,3.0,4.2
23590220,2011,2013,4100000,1,17501,3,BIO,1,10.1517/14656566.2014.879571,Peritoneal cancer treatment,"Yonemura, Yutaka; Canbay, Emel; Endou, Yoshio; Ishibashi, Haruaki; Mizumoto, Akiyoshi; Miura, Masahiro; Li, Yan; Liu, Yan; Takeshita, Kazuyoshi; Ichinose, Masumi; Takao, Nobuyuki; Hirano, Masamitsu; Sako, Shouzou; Tsukiyama, Gorou",EXPERT OPINION ON PHARMACOTHERAPY,14-Apr,2014,31,3.1,1.0,2.6
23570065,2011,2013,4200000,1,34315,3,BIO,3,10.3732/ajb.1200308,BOTH LOV1 AND LOV2 DOMAINS OF PHOTOTROPIN2 FUNCTION AS THE PHOTOSENSORY DOMAIN FOR HYPOCOTYL PHOTOTROPIC RESPONSES IN ARABIDOPSIS THALIANA (BRASSICACEAE),"Suetsugu, Noriyuki; Kong, Sam-Geun; Kasahara, Masahiro; Wada, Masamitsu",AMERICAN JOURNAL OF BOTANY,13-Jan,2013,20,1.82,2.0,2.2
23570065,2011,2013,4200000,1,34315,3,BIO,3,10.1007/s00425-012-1735-6,CHUP1 mediates actin-based light-induced chloroplast avoidance movement in the moss Physcomitrella patens,"Usami, Hiroka; Maeda, Takuma; Fujii, Yusuke; Oikawa, Kazusato; Takahashi, Fumio; Kagawa, Takatoshi; Wada, Masamitsu; Kasahara, Masahiro",PLANTA,12-Dec,2012,18,1.5,1.0,2.2
23570065,2011,2013,4200000,1,34315,3,BIO,3,10.1093/pcp/pcs133,The KAC Family of Kinesin-Like Proteins is Essential for the Association of Chloroplasts with the Plasma Membrane in Land Plants,"Suetsugu, Noriyuki; Sato, Yoshikatsu; Tsuboi, Hidenori; Kasahara, Masahiro; Imaizumi, Takato; Kagawa, Takatoshi; Hiwatashi, Yuji; Hasebe, Mitsuyasu; Wada, Masamitsu",PLANT AND CELL PHYSIOLOGY,12-Nov,2012,36,3.0,2.0,3.4
23592769,2011,2013,4100000,1,16201,3,BIO,1,10.1016/j.jmr.2013.06.007,Four-channel surface coil array for sequential CW-EPR image acquisition,"Enomoto, Ayano; Emoto, Miho; Fujii, Hirotada; Hirata, Hiroshi",JOURNAL OF MAGNETIC RESONANCE,13-Sep,2013,6,0.55,0.666666667,0.4
23592769,2011,2013,4100000,1,16201,3,BIO,1,10.1002/mrm.24702,Four-Channel Surface Coil Array for 300-MHz Pulsed EPR Imaging: Proof-of-Concept Experiments,"Enomoto, Ayano; Hirata, Hiroshi; Matsumoto, Shingo; Saito, Keita; Subramanian, Sankaran; Krishna, Murali C.; Devasahayam, Nallathamby",MAGNETIC RESONANCE IN MEDICINE,14-Feb,2014,7,0.7,0.666666667,0.6
23570159,2011,2013,4100000,1,13301,3,BIO,1,10.1016/j.bbrc.2014.02.117,Reversible control of F-1-ATPase rotational motion using a photochromic Cross Mark ATP analog at the single molecule level,"Sunamura, Ei-Ichiro; Kamei, Takashi; Konno, Hiroki; Tamaoki, Nobuyuki; Hisabori, Toru",BIOCHEMICAL AND BIOPHYSICAL RESEARCH COMMUNICATIONS,MAR 28 2014,2014,2,0.2,0.666666667,0.4
23570159,2011,2013,4100000,1,13301,3,BIO,1,10.1371/journal.pone.0064695,Common Evolutionary Origin for the Rotor Domain of Rotary Atpases and Flagellar Protein Export Apparatus,"Kishikawa, Jun-ichi; Ibuki, Tatsuya; Nakamura, Shuichi; Nakanishi, Astuko; Minamino, Tohru; Miyata, Tomoko; Namba, Keiichi; Konno, Hiroki; Ueno, Hiroshi; Imada, Katsumi; Yokoyama, Ken",PLOS ONE,MAY 28 2013,2013,27,2.45,3.666666667,3.6
23570159,2011,2013,4100000,1,13301,3,BIO,1,10.1089/ars.2012.5044,The Chloroplast ATP Synthase Features the Characteristic Redox Regulation Machinery,"Hisabori, Toru; Sunamura, Ei-Ichiro; Kim, Yusung; Konno, Hiroki",ANTIOXIDANTS & REDOX SIGNALING,13-Nov,2013,58,5.27,2.0,3.6
23570159,2011,2013,4100000,1,13301,3,BIO,1,10.1371/journal.pone.0052534,Nano-Scale Alignment of Proteins on a Flexible DNA Backbone,"Nojima, Tatsuya; Konno, Hiroki; Kodera, Noriyuki; Seio, Kohji; Taguchi, Hideki; Yoshida, Masasuke",PLOS ONE,DEC 26 2012,2012,10,0.83,1.0,1.0
23570159,2011,2013,4100000,1,13301,3,BIO,1,10.1093/pcp/pcs018,Thiol Modulation of the Chloroplast ATP Synthase is Dependent on the Energization of Thylakoid Membranes,"Konno, Hiroki; Nakane, Takeshi; Yoshida, Masasuke; Ueoka-Nakanishi, Hanayo; Hara, Satoshi; Hisabori, Toru",PLANT AND CELL PHYSIOLOGY,12-Apr,2012,36,3.0,1.666666667,3.0
23592863,2011,2013,3000000,1,30110,3,BIO,3,10.1002/jbm.a.35030,Photofunctionalization increases the bioactivity and osteoconductivity of the titanium alloy Ti6Al4V,"Minamikawa, Hajime; Ikeda, Takayuki; Att, Wael; Hagiwara, Yoshiyuki; Hirota, Makoto; Tabuchi, Masako; Aita, Hideki; Park, Wonhee; Ogawa, Takahiro",JOURNAL OF BIOMEDICAL MATERIALS RESEARCH PART A,14-Oct,2014,48,4.8,3.0,3.4
23592863,2011,2013,3000000,1,30110,3,BIO,3,10.1016/j.apsusc.2012.07.091,Enhanced compatibility of chemically modified titanium surface with periodontal ligament cells,"Kado, T.; Hidaka, T.; Aita, H.; Endo, K.; Furuichi, Y.",APPLIED SURFACE SCIENCE,DEC 1 2012,2012,7,0.58,0.666666667,0.8
23592385,2011,2013,3900000,1,33916,3,BIO,3,10.1111/iju.12261,Editorial Comment to Dual kidney transplantation from uncontrolled deceased donors after cardiac arrest: A possible option,"Kusaka, Mamoru",INTERNATIONAL JOURNAL OF UROLOGY,14-Feb,2014,0,0.0,0.0,0.0
23592385,2011,2013,3900000,1,33916,3,BIO,3,10.1016/j.juro.2012.01.033,Serum Neutrophil Gelatinase Associated Lipocalin During the Early Postoperative Period Predicts the Recovery of Graft Function After Kidney Transplantation From Donors After Cardiac Death,"Kusaka, Mamoru; Iwamatsu, Fumi; Kuroyanagi, Yoko; Nakaya, Miho; Ichino, Manabu; Marubashi, Shigeru; Nagano, Hiroaki; Shiroki, Ryoichi; Kurahashi, Hiroki; Hoshinaga, Kiyotaka",JOURNAL OF UROLOGY,12-Jun,2012,14,1.17,2.0,1.4
23592486,2011,2013,3900000,1,16301,3,BIO,1,10.1001/jamaoto.2013.92,Treatment of Neural Anosmia by Topical Application of Basic Fibroblast Growth Factor-Gelatin Hydrogel in the Nasal Cavity An Experimental Study in Mice,"Nota, Jumpei; Takahashi, Hirotaka; Hakuba, Nobuhiro; Hato, Naohito; Gyo, Kiyofumi",JAMA OTOLARYNGOLOGY-HEAD & NECK SURGERY,13-Apr,2013,10,0.91,0.333333333,0.2
23592486,2011,2013,3900000,1,16301,3,BIO,1,10.1016/j.anl.2013.10.006,Air-bone gap in ears with a well-repaired tympanic membrane after Type III and Type IV tympanoplasty,"Okada, Masahiro; Gyo, Kiyofumi; Takagi, Taro; Fujiwara, Takashi; Takahashi, Hirotaka; Hakuba, Nobuhiro; Hato, Naohito",AURIS NASUS LARYNX,14-Apr,2014,7,0.7,0.333333333,0.4
